"id","dataset_version","observation_text","age_group","setting","antecedent","behavior","consequence","consequence_present","possible_trigger","emotion_context","caregiver_response","suggested_followup_question","general_support_idea","category","risk_level","difficulty_level","ambiguity_level","split","synthetic_flag","review_status"
"233","v1","My child cried during dressing but calmed after choosing between two shirts.","3-5","home","Morning dressing started","Cried","Calmed after choosing between two shirts","yes","Morning dressing task","Frustration followed by calming","Caregiver offered two shirt choices","Did having a small clothing choice help the child cooperate?","Offering limited choices may support smoother dressing.","morning routine","low","medium","low","validation","yes","draft"
"234","v1","My child refused shoes but put them on after seeing the morning checklist.","6-8","home","Asked to put on shoes","Refused shoes","Put shoes on after seeing morning checklist","yes","Morning leaving routine","Frustration followed by cooperation","Caregiver showed checklist","Did the checklist help show that shoes were the next step?","Using the checklist before giving reminders may help.","morning routine","low","medium","low","validation","yes","draft"
"235","v1","My child became upset in the morning, but it was unclear if they were tired, hungry, or worried about school.","6-8","home","Morning routine was underway","Became upset","Not clearly mentioned","no","Unclear morning difficulty","Tiredness, hunger, or worry","Not specified","What happened right before the child became upset?","Adding notes about sleep, breakfast, and school events may help find patterns.","morning routine","low","complex","high","validation","yes","draft"
"236","v1","My child cried when the usual breakfast food was not available before school.","6-8","home","Usual breakfast food was not available","Cried","Not clearly mentioned","no","Change in morning food routine","Disappointment or frustration","Not specified","Was the food change explained before breakfast?","Having one backup breakfast choice may help when the usual food is unavailable.","morning routine","low","medium","low","test","yes","draft"
"237","v1","My child refused to leave the house after forgetting a favorite item.","6-8","home","Favorite item was forgotten before leaving","Refused to leave the house","Not clearly mentioned","no","Morning routine disruption","Worry or frustration","Not specified","Was the item part of the usual leaving routine?","A small leaving checklist may help remember important items.","morning routine","low","complex","medium","test","yes","draft"
"238","v1","My child yelled when the sibling was ready first and waited by the door.","6-8","home","Sibling was ready first and waited by the door","Yelled","Not clearly mentioned","no","Comparison or pressure during morning routine","Frustration","Not specified","Did the child feel rushed by the sibling being ready?","Giving each child their own checklist may reduce comparison pressure.","morning routine","low","complex","medium","test","yes","draft"
"239","v1","My child cried when asked to stop watching cartoons and get ready for school.","6-8","home","Asked to stop watching cartoons and get ready for school","Cried","Not clearly mentioned","no","Transition from screen activity to school routine","Frustration","Not specified","Was screen time part of the morning routine or unexpected?","Keeping screens after key morning tasks may help reduce difficult transitions.","morning routine","low","medium","low","test","yes","draft"
"240","v1","My child refused to get in the car because the morning felt too fast.","6-8","home","It was time to get in the car after a rushed morning","Refused to get in the car","Not clearly mentioned","no","Rushed transition to car","Stress or frustration","Not specified","Which morning step took longer or felt rushed?","Preparing some items the night before may help reduce morning pressure.","morning routine","low","complex","medium","test","yes","draft"
"241","v1","My child cried when the store became crowded during checkout.","3-5","store","Store became crowded during checkout","Cried","Not clearly mentioned","no","Busy public place","Overwhelm","Not specified","Was the checkout area crowded or noisy?","A short break in a quieter area may help during busy store trips.","public place overload","low","easy","low","train","yes","draft"
"242","v1","My child covered ears when people were talking loudly in the mall.","6-8","mall","People were talking loudly in the mall","Covered ears","Not clearly mentioned","no","Loud public environment","Overwhelm","Not specified","Was the mall busier than usual?","Planning shorter mall visits or quiet breaks may help.","public place overload","low","medium","low","train","yes","draft"
